project_id,deployment_id,image_id,filename,location,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,number_of_objects,age,sex,animal_recognizable,individual_id,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license,bounding_boxes
2004085,North Vista Spring Cam,4793c2c6-45b4-43b0-bc47-0865d45d11b7,nvs_14May22_00033.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/4793c2c6-45b4-43b0-bc47-0865d45d11b7.JPG,0,Zoe Zilz,aaf3b049-36e6-46dd-9a07-8a580e9618b7,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,,2022-04-29 22:06:04,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.419219136,0.455049276,0.703184545,0.737395763]}""}"
2004085,North Vista Spring Cam,c50bfe3b-f682-49f1-a8ad-b3ec9ee97422,nvs_14May22_00034.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/c50bfe3b-f682-49f1-a8ad-b3ec9ee97422.JPG,0,Zoe Zilz,aaf3b049-36e6-46dd-9a07-8a580e9618b7,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,,2022-04-29 22:06:04,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.443856865,0.299668908,0.702133715,0.594711483]}""}"
2004085,North Vista Spring Cam,6b564329-ff17-4e0f-b078-dea6a9263988,nvs_14May22_00037.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/6b564329-ff17-4e0f-b078-dea6a9263988.JPG,0,Zoe Zilz,aaf3b049-36e6-46dd-9a07-8a580e9618b7,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,,2022-04-29 22:06:04,1,,,,,,,false,,,CC0,
2004085,North Vista Spring Cam,93ee470e-7892-42ab-896d-b73e8f3037c3,nvs_14May22_00038.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/93ee470e-7892-42ab-896d-b73e8f3037c3.JPG,1,Zoe Zilz,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2022-04-29 22:06:04,1,,,,,,,false,,,CC0,
2004085,North Vista Spring Cam,1fd14ab2-29bc-4726-8aa8-a3e9dde07cf7,nvs_14May22_00073.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/1fd14ab2-29bc-4726-8aa8-a3e9dde07cf7.JPG,0,Zoe Zilz,aaf3b049-36e6-46dd-9a07-8a580e9618b7,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,,2022-05-03 03:16:25,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.531567872,0.446289778,0.955125391,0.986173034]}""}"
2004085,North Vista Spring Cam,ad3db5e8-5fbb-41ec-916b-6239d506ee88,nvs_14May22_00039.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/ad3db5e8-5fbb-41ec-916b-6239d506ee88.JPG,1,Zoe Zilz,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2022-04-29 22:06:04,1,,,,,,,false,,,CC0,
2004085,North Vista Spring Cam,44c9a527-2e71-4968-a4cb-bad595e2e145,nvs_14May22_00040.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/44c9a527-2e71-4968-a4cb-bad595e2e145.JPG,1,Zoe Zilz,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2022-04-29 22:06:04,1,,,,,,,false,,,CC0,
2004085,North Vista Spring Cam,20fc90f9-7303-4614-8fbf-0b4be1136d04,nvs_14May22_00074.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/20fc90f9-7303-4614-8fbf-0b4be1136d04.JPG,0,Zoe Zilz,aaf3b049-36e6-46dd-9a07-8a580e9618b7,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,,2022-05-03 03:16:25,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.552852213,0.714356899,0.950102389,0.998258]}""}"
2004085,North Vista Spring Cam,9e42a9c5-aeb9-42d7-8c6a-f70b8699175c,nvs_14May22_00076.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/9e42a9c5-aeb9-42d7-8c6a-f70b8699175c.JPG,1,Zoe Zilz,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2022-05-03 03:16:25,1,,,,,,,false,,,CC0,
2004085,North Vista Spring Cam,ec3a08a4-3120-428b-9efb-41ad8ed4c358,nvs_14May22_00075.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/ec3a08a4-3120-428b-9efb-41ad8ed4c358.JPG,0,Zoe Zilz,aaf3b049-36e6-46dd-9a07-8a580e9618b7,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,,2022-05-03 03:16:25,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.589805424,0.917288184,0.936030805,0.999961615]}""}"
2004085,North Vista Spring Cam,e51a58df-3d43-4011-af5c-3cec2d521f44,nvs_14May22_00077.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/e51a58df-3d43-4011-af5c-3cec2d521f44.JPG,1,Zoe Zilz,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2022-05-03 03:16:25,1,,,,,,,false,,,CC0,
2004085,North Vista Spring Cam,0de385b0-6ca4-484a-8c5e-39b7bb62a3a5,nvs_14May22_00078.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/0de385b0-6ca4-484a-8c5e-39b7bb62a3a5.JPG,1,Zoe Zilz,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2022-05-03 03:16:25,1,,,,,,,false,,,CC0,
2004085,North Vista Spring Cam,aaf3d624-f037-4042-8313-6b807fab7c2a,nvs_14May22_00080.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/aaf3d624-f037-4042-8313-6b807fab7c2a.JPG,1,Zoe Zilz,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2022-05-03 03:16:25,1,,,,,,,false,,,CC0,
2004085,North Vista Spring Cam,4803f951-e6fc-4757-996e-4a5e4b47292d,nvs_14May22_00079.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/4803f951-e6fc-4757-996e-4a5e4b47292d.JPG,1,Zoe Zilz,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2022-05-03 03:16:25,1,,,,,,,false,,,CC0,
2004085,North Vista Spring Cam,e8f97a03-0a3d-408b-ad67-4f37908320db,nvs_14May22_00089.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/e8f97a03-0a3d-408b-ad67-4f37908320db.JPG,0,Zoe Zilz,aaf3b049-36e6-46dd-9a07-8a580e9618b7,Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,,2022-05-04 01:08:21,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.434589982,0.694839418,0.684236348,0.999017179]}""}"
2004085,North Vista Spring Cam,afbd1efd-841b-4b3c-8653-756353241303,nvs_14May22_00091.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/afbd1efd-841b-4b3c-8653-756353241303.JPG,1,Zoe Zilz,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2022-05-04 01:08:21,1,,,,,,,false,,,CC0,
2004085,North Vista Spring Cam,f9641cd2-f833-429b-889a-a3ce4b041924,nvs_14May22_00090.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/f9641cd2-f833-429b-889a-a3ce4b041924.JPG,1,Zoe Zilz,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2022-05-04 01:08:21,1,,,,,,,false,,,CC0,
2004085,North Vista Spring Cam,4f0179d2-113a-4abc-80c5-d37aea85670a,nvs_14May22_00092.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/4f0179d2-113a-4abc-80c5-d37aea85670a.JPG,1,Zoe Zilz,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2022-05-04 01:08:21,1,,,,,,,false,,,CC0,
2004085,North Vista Spring Cam,65876c31-5069-47e1-8f79-30e700befb4c,nvs_14May22_00094.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/65876c31-5069-47e1-8f79-30e700befb4c.JPG,1,Zoe Zilz,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2022-05-04 01:08:21,1,,,,,,,false,,,CC0,
2004085,North Vista Spring Cam,2538a2cd-3d75-41bf-821f-c12c9f6c456d,nvs_14May22_00093.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/2538a2cd-3d75-41bf-821f-c12c9f6c456d.JPG,1,Zoe Zilz,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2022-05-04 01:08:21,1,,,,,,,false,,,CC0,
2004085,North Vista Spring Cam,282a5445-7a31-4c72-9635-d535964e182b,nvs_14May22_00095.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/282a5445-7a31-4c72-9635-d535964e182b.JPG,1,Zoe Zilz,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2022-05-04 01:08:22,1,,,,,,,false,,,CC0,
2004085,North Vista Spring Cam,1e3345d6-a911-4345-924f-325e38160725,nvs_14May22_00096.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/1e3345d6-a911-4345-924f-325e38160725.JPG,1,Zoe Zilz,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,Blank,,2022-05-04 01:08:22,1,,,,,,,false,,,CC0,
2004085,North Vista Spring Cam,08a64486-317e-46b6-a86d-e3d4f10e2747,nvs_14May22_00097.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/08a64486-317e-46b6-a86d-e3d4f10e2747.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:39:14,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0,0.438394248,0.9668293,1]}""}"
2004085,North Vista Spring Cam,f4b74506-9634-4055-89f3-a61f853ebae5,nvs_14May22_00098.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/f4b74506-9634-4055-89f3-a61f853ebae5.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:39:14,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.00301604811,0.271887,0.958975911,1]}""}"
2004085,North Vista Spring Cam,08f34d41-9633-459b-9f49-04309dfb6cb6,nvs_14May22_00100.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/08f34d41-9633-459b-9f49-04309dfb6cb6.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:39:14,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.000440438598,0.235193014,0.957641602,0.999788046]}""}"
2004085,North Vista Spring Cam,a54336e3-63ab-486e-a0ec-1b16e966df31,nvs_14May22_00099.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/a54336e3-63ab-486e-a0ec-1b16e966df31.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:39:14,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0,0.227565497,0.951385498,0.995125771]}""}"
2004085,North Vista Spring Cam,d962af68-dfa4-4a1e-b546-a8a425c17350,nvs_14May22_00101.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/d962af68-dfa4-4a1e-b546-a8a425c17350.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:39:14,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.00156535045,0.248111099,0.958178,1]}""}"
2004085,North Vista Spring Cam,f1759434-3463-442a-9939-1dbe36d4edc2,nvs_14May22_00102.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/f1759434-3463-442a-9939-1dbe36d4edc2.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:39:14,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.00209294423,0.249800682,0.958891749,1]}""}"
2004085,North Vista Spring Cam,a59e8d4a-3c83-4f12-a682-60319d8e3257,nvs_14May22_00103.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/a59e8d4a-3c83-4f12-a682-60319d8e3257.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:39:14,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.00203646556,0.248914152,0.958102524,1]}""}"
2004085,North Vista Spring Cam,6c0ce094-e628-48bc-9b57-7c55c0694636,nvs_14May22_00104.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/6c0ce094-e628-48bc-9b57-7c55c0694636.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:39:14,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.00517532555,0.318984538,0.963036656,1]}""}"
2004085,North Vista Spring Cam,0446374a-0e8e-4298-826f-1eee846b6e6c,nvs_14May22_00105.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/0446374a-0e8e-4298-826f-1eee846b6e6c.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:39:42,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.00637261057,0.308582127,0.961761713,1]}""}"
2004085,North Vista Spring Cam,680f506c-3203-48a6-898d-705ea56d6d3a,nvs_14May22_00106.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/680f506c-3203-48a6-898d-705ea56d6d3a.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:39:42,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.000965065439,0.208796829,0.950565338,0.994180441]}""}"
2004085,North Vista Spring Cam,5fbacb51-480c-4619-b721-960070bd6a38,nvs_14May22_00110.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/5fbacb51-480c-4619-b721-960070bd6a38.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:39:43,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.422100782,0.000264585018,0.95479691,0.502461314]}""}"
2004085,North Vista Spring Cam,77329e5e-64e6-4da7-affa-cce078e18f74,nvs_14May22_00107.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/77329e5e-64e6-4da7-affa-cce078e18f74.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:39:42,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0,0.0362743437,0.956769764,1]}""}"
2004085,North Vista Spring Cam,923c90ff-6bbc-47e4-a684-9ede795e904c,nvs_14May22_00109.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/923c90ff-6bbc-47e4-a684-9ede795e904c.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:39:43,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.372991472,0.00325024128,0.95391506,0.69922471]}""}"
2004085,North Vista Spring Cam,388160c8-fe29-43c6-94f6-7f8037c4a0a8,nvs_14May22_00108.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/388160c8-fe29-43c6-94f6-7f8037c4a0a8.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:39:43,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.00192684599,0.00294339657,0.956763685,0.930752039]}""}"
2004085,North Vista Spring Cam,8e50deda-94b7-4741-9b53-3db487e6d443,nvs_14May22_00112.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/8e50deda-94b7-4741-9b53-3db487e6d443.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:39:43,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.488230377,0.000587724149,0.945879817,0.127928317]}""}"
2004085,North Vista Spring Cam,669dd3a8-6f57-431c-a273-d27471eb5c47,nvs_14May22_00111.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/669dd3a8-6f57-431c-a273-d27471eb5c47.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:39:43,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.428429246,0.000549718738,0.954988718,0.300071418]}""}"
2004085,North Vista Spring Cam,10f0b20d-b1fb-4e3f-91dc-33e2547fd439,nvs_14May22_00113.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/10f0b20d-b1fb-4e3f-91dc-33e2547fd439.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:40:20,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.135516644,0.310053855,0.701656401,0.723675966]}""}"
2004085,North Vista Spring Cam,72251b6f-67fb-4f9a-8007-3abbf93a87e4,nvs_14May22_00114.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/72251b6f-67fb-4f9a-8007-3abbf93a87e4.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:40:20,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.0983447,0.324336648,0.701124489,0.776249766]}""}"
2004085,North Vista Spring Cam,456c8264-279e-47b1-85d4-533762a0c34c,nvs_14May22_00118.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/456c8264-279e-47b1-85d4-533762a0c34c.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:40:20,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.0632306486,0.457411408,0.700935483,0.85866797]}""}"
2004085,North Vista Spring Cam,b5054854-b313-46c2-9327-ca5cb3d2bac5,nvs_14May22_00116.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/b5054854-b313-46c2-9327-ca5cb3d2bac5.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:40:20,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.0735161826,0.455515,0.699598968,0.849096775]}""}"
2004085,North Vista Spring Cam,84f797e2-f3a3-4f02-9ef1-af898cfcb939,nvs_14May22_00115.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/84f797e2-f3a3-4f02-9ef1-af898cfcb939.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:40:20,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.0988769,0.43412745,0.701548517,0.814390898]}""}"
2004085,North Vista Spring Cam,7e1ced9a-902c-4ceb-ba95-05d82a6a0112,nvs_14May22_00117.JPG,gs://145625598251_2004085_882_project_ecotone__main/deployment/2139509/prod/directUpload/7e1ced9a-902c-4ceb-ba95-05d82a6a0112.JPG,0,Zoe Zilz,febff896-db40-4ac8-bcfe-5bb99a600950,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,hemionus,Mule Deer,,2022-05-04 09:40:20,1,,,,,,,false,,,CC0,"{""{\""detectionBox\"":[0.0704313666,0.458495677,0.700388372,0.858707726]}""}"
